participant_id	session_id	task	line_noise	reference_for_faster	faster_bad_channels	ica_prep_bad_channels	length_ica_data	total_ICs	ICs_removed	total_epochs_pre_artifact_rej	total_epochs_post_artifact_rej	FACE_UpInv	FACE_Inv	FACE_Obj	FACE_UpObj	MMN_Standard	MMN_PreDev	MMN_Dev	total_channels_interp	avg_chan_interp_artifact_rej	std_chan_interp_artifact_rej	range_chan_interp_artifact_rej
320966	V03	RS	0.6489915	Cz	"E4 E5 E25 E52 E80"	0	1249	99	"5   6  11  12  15  23  31  38  42  44  45  48  51  56  61  64  65  69  76  79  82  91  92"	360	291	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	1.00687285223368	1.87541834808381	8
213769	V03	RS	0.837911	Cz	"E95 E96 E123"	0	1541	101	"4   9  11  12  15  24  25  26  27  38  41  43  47  51  56  58  65  77"	360	264	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	0.132575757575758	0.538833582119708	5
523233	V03	RS	0.6550473	Cz	"E9 E14 E15 E21 E116"	0	1205	99	"2   5   9  15  22  32  64  81  97"	360	251	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	1.85657370517928	2.51462653560043	10
892487	V03	RS	0.9947721	Cz	"E8 E9 E15 E21 E25"	0	1341	99	"1   4   6  11  18  20  36  37  42  49"	360	339	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	2.39823008849558	2.67313997604279	10
197396	V03	RS	0.9836779	Cz	"E21 E33 E108"	0	1213	101	"5   16   22   23   29   30   33   35   39   50   52   55   61   73   81   82   95  100"	360	235	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	1.46382978723404	1.75465504583612	10
882923	V03	RS	0.02677369	Cz	"E1 E32"	0	1262	102	"1   2   4   6   8  13  20  21  25  27  31  33  35  38  40  44  49  50  57  60  64  67  75  79  81  91"	360	283	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	0.717314487632509	1.68576135440614	10
685003	V03	RS	0.9308547	Cz	"E14 E26 E30 E47"	0	1248	100	"10   11   13   14   18   21   23   24   25   30   33   34   35   36   37   38   39   41   43   44   48   51   53   54   55   56   57   58   59   60   63   67   70   71   73   76   77   79   87   89   90   91   92   94   96   97   98   99  100"	360	320	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	0.86875	1.95280322584521	10
628690	V03	RS	0.3607365	Cz	"E2 E3 E25 E31 E57 E117 E124"	0	1290	97	"1   3   8   9  10  11  12  14  15  16  38  40  42  46  50  51  58  63  65  77"	360	353	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	0.39943342776204	1.44666533350836	9
893334	V03	RS	0.9211363	Cz	"E72 E77 E84 E85"	0	1267	100	"3   8  11  12  19  20  23  27  34  36  38  45  47  54  77  92"	360	303	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	1.14851485148515	1.94826874385662	10
210317	V03	RS	0.9591762	Cz	"E2 E3 E8 E26 E72"	0	1302	99	"5  10  13  15  23  24  27  31  42  46  58  81"	360	323	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	1.04334365325077	2.03646355634425	10
298081	V03	RS	0.5844712	Cz	E96	0	1072	103	"6    8    9   10   11   14   15   18   19   23   27   32   39   46   54   55   57   58   61   67   68   70   75   76   77   78   80   88  102"	360	332	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	1.56626506024096	2.3095376714431	10
591303	V03	RS	0.7802099	Cz	"E6 E82 E89 E106"	0	1130	100	"17  18  19  26  37  39  41  44  62  82  84"	360	159	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	2.13207547169811	2.40282852190088	10
170499	V03	RS	0.9133521	Cz	"E7 E8 E39 E45 E109 E110"	0	1308	98	"4  12  14  15  16  18  19  21  22  24  34  35  42  43  49  60  76  78  90  93"	360	261	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	1.96551724137931	2.83025525837975	10
674793	V03	RS	0.9942189	Cz	"E4 E5 E22 E25 E27 E85 E118"	0	1267	97	"3   4   9  13  16  18  19  20  21  25  26  28  29  30  31  32  35  46  63  78  90"	360	354	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	0.194915254237288	0.567162929705217	4
281057	V03	RS	0.8819091	Cz	"E8 E21 E22 E25"	0	1571	100	"7   8   9  12  15  18  23  24  27  29  33  41  45  50  51  53  56  61  62  63  65  66  70  74  75  83"	360	334	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	0.751497005988024	1.46672220564071	10
315493	V03	RS	0.9807001	Cz	E14	0	1449	103	"5   6  10  11  15  16  28  38  39  42  48  56  59  61  62  67  72  75  76  77  78  80  90"	360	258	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	1.98449612403101	2.35880500024224	10
493805	V03	RS	0.3028687	Cz	"E57 E69 E90"	0	1284	101	"8  11  12  18  23  24  26  27  39  41  43  44  45  47  48  52  57  59  60  67  70  75  79  80  81  90  92"	360	249	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	2.99598393574297	2.93683227409951	10
499474	V03	RS	0.9913267	Cz	"E1 E8 E70 E84 E85 E91"	0	1291	98	"2   3   5   6   7   8   9  10  11  14  16  22  23  24  29  30  32  35  38  39  42  43  48  56  61  69  71  80  90"	360	308	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	0.25	1.19683349863411	10
957523	V03	RS	0.9975067	Cz	"E5 E6 E11 E25 E59 E60 E65 E96 E116"	0	1377	95	"3   7  11  26  29  37  48  52  77  85"	360	330	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	3.28484848484848	3.38745416524774	10
515059	V03	RS	0.9849475	Cz	E4	0	1127	103	"2   5   8  11  12  16  20  21  28  31  35  37  41  61  73  82  84"	360	239	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	2.42259414225941	2.55059557357993	10
284508	V03	RS	0.9973955	Cz	"E14 E96 E124"	0	1222	101	"3   9  11  13  14  16  17  19  25  28  34  42  44  50  59  61  66"	360	249	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	1.19277108433735	2.41863313500439	10
233710	V03	RS	0.9553089	Cz	"E54 E70 E98 E103 E115 E122 E123 E124"	0	783	96	"11  15  20  27  31  36  38  53  81"	360	293	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	1.30034129692833	2.03022534503208	10
307949	V03	RS	0.989454	Cz	"E31 E54 E70 E118 E122"	0	1008	99	0	360	130	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	1.46923076923077	2.2898104641731	10
179272	V03	RS	0.8471931	Cz	"E1 E24 E35 E37 E40 E41 E69 E106"	0	1149	96	"1   5  17  18  20  43  44  47  65  76"	360	354	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	0.234463276836158	1.13349661827172	10
979675	V03	RS	0.9938447	Cz	"E2 E8 E23 E26"	0	1266	100	"3   12   13   16   17   22   37   68   78   79   83   84  100"	360	289	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	0.550173010380623	1.57401037179525	10
654077	V03	RS	0.9900214	Cz	"E35 E105 E108 E123"	0	1190	100	"2   3   4   6  10  11  12  15  18  23  26  28  29  32  48  76  82"	360	319	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	1.23824451410658	2.08309564701577	10
255490	V03	RS	0.5503328	Cz	"E9 E18 E33 E84 E109 E117"	0	1337	98	"19  45  63  70  81  84  85"	360	294	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	1.10204081632653	1.80153402163069	9
860562	V03	RS	0.9833148	Cz	E70	0	1124	103	"4   7   9  10  11  12  16  17  23  24  25  26  30  35  36  45  47  57  91"	360	247	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	3.54251012145749	3.00359110521658	10
164209	V03	RS	0.9342353	Cz	"E8 E21 E25 E57 E86 E108 E110"	0	1272	97	"2  13  14  15  17  19  25  30  33  43  47  52  61  62  89"	360	301	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	1.39867109634551	2.48204181299627	10
117774	V03	RS	0.8336496	Cz	"E9 E30"	0	1171	102	"7  16  23  24  30  31  36  39  40  55  56  61  62  65"	360	335	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	1.26865671641791	2.2359480671628	10
317304	V03	RS	0.9314737	Cz	E123	0	1730	103	"8  14  15  16  18  19  20  23  25  33  38  42  46  51  52  59  62  64  65  67  68  69  70  73  76  78  80  85  87  88  91  97  99"	360	291	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	0.326460481099656	1.01367588898801	8
620027	V03	RS	0.9969923	Cz	"E21 E25 E32 E39 E108 E110 E118"	0	1242	97	"1   7  11  17  18  19  24  41  44  45  55  61  85  91"	360	305	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	1.64262295081967	2.39245380368378	10
553112	V03	RS	0.9923589	Cz	"E75 E80 E97 E110"	0	1214	100	"21  22  32  33  38  42  58  59  63  79"	360	250	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	1.136	1.99535202880983	9
800605	V03	RS	0.4103557	Cz	"E8 E18 E21 E55 E83 E108 E109"	0	625	97	"3   7   9  11  21  34  37  38  39  46  48  55  58  62"	360	167	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	3.13173652694611	3.18420593684455	10
231265	V03	RS	0.8682455	Cz	"E3 E7 E18 E54 E70 E78 E82 E90"	0	937	96	"1   5   9  10  11  12  13  18  19  20  23  26  28  32  40  53  55  56  62  66  67  75"	360	317	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	0.154574132492114	0.555256433824443	4
698909	V03	RS	0.9936586	Cz	"E8 E14 E54 E100 E109"	0	1338	99	"3  12  16  21  26  42  43  46  56"	360	343	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	0.679300291545189	1.60474719007831	10
298523	V03	RS	0.9912233	Cz	"E96 E105"	0	352	102	"42  46  54  55"	360	211	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	1.04739336492891	2.17947794792229	10
410701	V03	RS	0.4937995	Cz	"E37 E50 E55"	0	1223	101	"4   6   9  11  15  17  18  19  20  22  25  27  29  39  40  42  45  53  60  72  79"	360	323	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	1.26315789473684	2.33434496042176	10
645664	V03	RS	0.9458476	Cz	"E6 E13 E29"	0	890	101	"2  17  19  20  21  35  46  49  54  56  58  59  60  62  71  79  80  83  85"	360	191	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	4.1151832460733	3.27628317054747	10
897527	V03	RS	0.9936581	Cz	"E5 E10 E24 E80 E82 E87 E105 E111"	0	728	96	"21  23  24  27  30  32  45  57  73  74  84"	360	243	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	0.934156378600823	2.04590550792198	9
719200	V03	RS	0.9813417	Cz	"E55 E62 E78"	0	750	101	"15  20  21  32  68  91  93  96"	360	61	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	5.88524590163934	2.65266130930014	10
548802	V03	RS	0.9854952	Cz	"E37 E83"	0	1226	102	"7    9   13   17   18   20   23   30   34   35   36   37   43   48   52   55   58   60   66   68   71   72   80   96  100"	360	340	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	0.867647058823529	1.64293797350953	9
865345	V03	RS	0.1462193	Cz	"E33 E39 E45"	0	1208	101	"2    4    5    6   10   14   16   20   36   48   57   67   70   72   74  101"	360	303	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	1.17821782178218	2.01021912220633	10
888706	V03	RS	0.8416625	Cz	E45	0	1274	103	"5   6  11  13  14  17  21  22  27  34  44  45  47  55  58  68  69  70  71  88  94"	360	207	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	2.09661835748792	2.95604336782749	10
791024	V03	RS	0.0867292	Cz	"E25 E32"	0	1283	102	"3   5   8   9  12  18  19  22  27  29  31  32  34  38  41  44  48  50  51  61  62  70  73  75  78  79  82  83  89  97"	360	235	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	0.634042553191489	1.3532607969295	9
707696	V03	RS	0.9865736	Cz	"E9 E14 E32 E118"	0	1241	100	"5  41  45  68  78  86"	360	250	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	2.596	2.82430358903787	10
478219	V03	RS	0.9589949	Cz	"E2 E7 E23 E29 E54 E83 E91"	0	1177	97	"6   7   9  13  14  15  21  22  23  24  31  35  39  40  42  43  44  49  58  64  67  68"	360	280	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	1.75714285714286	2.5183809687045	10
626805	V03	RS	0.9938444	Cz	"E52 E96"	0	1260	102	"6  15  27  28  41  45  49  77  80  82"	360	242	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	0.495867768595041	1.30828173994481	9
780192	V03	RS	0.9782349	Cz	"E84 E89 E92"	0	1485	101	"2   3  12  13  15  18  20  25  27  28  33  37  41  42  43  44  50  52  54  56  57  60  61  66  67  69  73  77  81  82  83"	360	57	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	5.3859649122807	2.64409305248046	9
287950	V03	RS	0.9916875	Cz	"E5 E9 E21"	0	1595	101	"3   4  11  18  19  20  24  26  30  31  32  33  35  37  42  44  63  90  91"	360	355	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	0.867605633802817	1.94615183443637	10
